MT325597,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: NV,NV,oronasopharynx,2020-03-09
MT325598,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: OH,OH,oronasopharynx,2020-03-08
MT325599,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: PA,PA,oronasopharynx,2020-03-05
MT325600,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: PA,PA,oronasopharynx,2020-03-05
MT325601,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: PA,PA,oronasopharynx,2020-03-07
MT325602,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: PA,PA,oronasopharynx,2020-03-08
MT325603,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: PA,PA,oronasopharynx,2020-03-09
MT325604,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: PA,PA,oronasopharynx,2020-03-06
MT325605,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: RI,RI,oronasopharynx,2020-03-05
MT325606,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: SC,SC,oronasopharynx,2020-03-06
MT325607,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: SC,SC,oronasopharynx,2020-03-07
MT325608,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: SC,SC,oronasopharynx,2020-03-08
MT325609,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: UT,UT,oronasopharynx,2020-03-05
MT325610,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: UT,UT,oronasopharynx,2020-03-07
MT325611,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,VA,oronasopharynx,2020-03-08
MT325612,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,VA,oronasopharynx,2020-03-08
MT325614,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,VA,oronasopharynx,2020-03-08
MT325615,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: IA,IA,oronasopharynx,2020-03-07
MT325616,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-06
MT325617,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: IA,IA,oronasopharynx,2020-03-08
MT325618,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: IA,IA,oronasopharynx,2020-03-08
MT325619,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: IA,IA,oronasopharynx,2020-03-08
MT325620,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: IA,IA,oronasopharynx,2020-03-08
MT325621,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: IA,IA,oronasopharynx,2020-03-07
MT325622,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: NJ,NJ,oronasopharynx,2020-03-04
MT325624,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: SC,SC,oronasopharynx,2020-03-07
MT325625,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: SC,SC,oronasopharynx,2020-03-07
MT325626,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: SC,SC,oronasopharynx,2020-03-05
MT325627,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: NY,NY,oronasopharynx,2020-03-04
MT325628,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,VA,oronasopharynx,2020-03-06
MT325629,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-05
MT325630,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-05
MT325631,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-05
MT325632,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-04
MT325633,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-04
MT325634,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-05
MT325635,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-06
MT325636,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-06
MT325637,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-06
MT325638,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-06
MT325639,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-07
MT325640,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MA,MA,oronasopharynx,2020-03-06
MT339039,Severe acute respiratory syndrome-related coronavirus,29896,complete,"USA: Maricopa County, Arizona",AZ,oronasopharynx,2020-03-17
MT339040,Severe acute respiratory syndrome-related coronavirus,29807,complete,"USA: Maricopa County, Arizona",AZ,oronasopharynx,2020-03-16
MT339041,Severe acute respiratory syndrome-related coronavirus,29903,complete,"USA: Maricopa County, Arizona",AZ,oronasopharynx,2020-03-17
MT344944,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: CT,CT,oronasopharynx,2020-03-08
MT344945,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: GA,GA,oronasopharynx,2020-03-07
MT344946,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: GA,GA,oronasopharynx,2020-03
MT344947,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: GA,GA,oronasopharynx,2020-03
MT344948,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: HI,HI,oronasopharynx,2020-03-05
MT344949,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: HI,HI,oronasopharynx,2020-03-07
MT344950,Severe acute respiratory syndrome-related coronavirus,29861,complete,USA: IN,IN,oronasopharynx,2020-03-07
MT344952,Severe acute respiratory syndrome-related coronavirus,29861,complete,USA: IN,IN,oronasopharynx,2020-03-09
MT344953,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MD,MD,oronasopharynx,2020-03-04
MT344954,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: MN,MN,oronasopharynx,2020-03-05
MT344955,Severe acute respiratory syndrome-related coronavirus,29876,complete,USA: OH,OH,oronasopharynx,2020-03-08
MT344956,Severe acute respiratory syndrome-related coronavirus,29876,complete,USA: OH,OH,oronasopharynx,2020-03-07
MT344958,Severe acute respiratory syndrome-related coronavirus,29876,complete,USA: PA,PA,oronasopharynx,2020-03-07
MT344959,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: PA,PA,oronasopharynx,2020-03-08
MT344960,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: RI,RI,oronasopharynx,2020-03-09
MT344961,Severe acute respiratory syndrome-related coronavirus,29879,complete,USA: NV,NV,oronasopharynx,2020-03-07
MT344962,Severe acute respiratory syndrome-related coronavirus,29877,complete,USA: MN,MN,oronasopharynx,2020-03-07
MT350263,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350264,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350265,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350266,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350267,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350268,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350269,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-20
MT350270,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350271,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-20
MT350272,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350273,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350274,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350275,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350276,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350277,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350278,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350279,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT350280,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,WA,oronasopharynx,2020-03-19
MT358401,Severe acute respiratory syndrome-related coronavirus,29895,complete,"USA: New Orleans, LA",LA,oronasopharynx,2020-04-06
MT358402,Severe acute respiratory syndrome-related coronavirus,29896,complete,"USA: New Orleans, LA",LA,oronasopharynx,2020-04-06
MT370831,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370833,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370834,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370835,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370836,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370837,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370838,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-17
MT370839,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-14
MT370841,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-17
MT370842,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,oronasopharynx,2020-03-04
MT370843,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: NY,NY,oronasopharynx,2020-03-17
MT370844,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370845,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370846,Severe acute respiratory syndrome-related coronavirus,29727,complete,USA: NY,NY,oronasopharynx,2020-03-16
MT370848,Severe acute respiratory syndrome-related coronavirus,29709,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370849,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,oronasopharynx,2020-03-17
MT370850,Severe acute respiratory syndrome-related coronavirus,29727,complete,USA: NY,NY,oronasopharynx,2020-03-17
MT370851,Severe acute respiratory syndrome-related coronavirus,29731,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370852,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,oronasopharynx,2020-03-17
MT370853,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: NY,NY,oronasopharynx,2020-03-17
MT370854,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,oronasopharynx,2020-03-14
MT370856,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370857,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,oronasopharynx,2020-03-14
MT370858,Severe acute respiratory syndrome-related coronavirus,29717,complete,USA: NY,NY,oronasopharynx,2020-03-18
MT370859,Severe acute respiratory syndrome-related coronavirus,29725,complete,USA: NY,NY,oronasopharynx,2020-03-17
